id,origin_airport,origin_airport_name,origin_city,origin_state,origin_latitude,origin_longitude,mean_arrival_delay,flight_count,mean_delay_time_per_flight,orig_count_early_flights,mean_early_arrival_time,orig_count_delayed_flights,mean_arrival_delay_time,percent_early_flights,percent_delayed_flights,mean_early_arrival_time_per_flight,mean_arrival_delay_time_per_flight
305,TRI,Tri-Cities Regional Airport,Bristol,TN,36.47521,-82.40742,4.116707021791767,2087,0.0019725476865317523,1324,-11.23036253776435,683,34.21669106881406,63.44034499281265,32.72640153330139,-0.5381103276360494,1.6395156238051778
306,TTN,Trenton Mercer Airport,Trenton,NJ,40.27669,-74.81347,10.576771653543307,3107,0.0034041749770013863,1798,-14.49833147942158,1196,48.75083612040134,57.86932732539427,38.49372384937239,-0.46663442160996393,1.5690645677631585
307,TUL,Tulsa International Airport,Tulsa,OK,36.198370000000004,-95.88824,3.6421718854097267,15289,0.00023822172054481828,9730,-11.963103802672148,4981,34.344509134711906,63.640525868271304,32.57897835044803,-0.07824647656924683,0.22463541850161495
308,TUS,Tucson International Airport,Tucson,AZ,32.11608,-110.94103,2.1209543184760498,16428,0.00012910605785707631,10655,-11.676208352885968,5205,30.511815561959654,64.85877769661553,31.68371073776479,-0.071075044758254,0.18573055491818635
309,TVC,Cherry Capital Airport,Traverse City,MI,44.741440000000004,-85.58224,1.661436541143654,2964,0.0005605386441105445,1923,-14.123244929797192,878,36.35990888382688,64.87854251012146,29.622132253711204,-0.4764927439202832,1.2267175736783698
310,TWF,Magic Valley Regional Airport (Joslin Field),Twin Falls,ID,42.4818,-114.48773999999999,-1.5448430493273542,902,-0.001712686307458264,633,-11.236966824644549,241,23.796680497925312,70.17738359201773,26.718403547671844,-1.2457834617122558,2.638212915512784
311,TXK,Texarkana Regional Airport (Webb Field),Texarkana,AR,33.45371,-93.99101999999999,5.27,1066,0.004943714821763602,615,-10.4130081300813,352,33.16477272727273,57.692307692307686,33.02063789868668,-0.9768300309644746,3.111141906873614
312,TYR,Tyler Pounds Regional Airport,Tyler,TX,32.35414,-95.40239,5.5990916597853015,2527,0.0022157070280115956,1514,-12.684280052840158,853,38.41148886283705,59.91294024535022,33.75544123466561,-0.5019501405951784,1.520043089150655
313,TYS,McGhee Tyson Airport,Knoxville,TN,35.81249000000001,-83.99286,7.601898305084746,7592,0.0010013037809647979,4355,-13.197703788748564,2862,39.671558350803636,57.36301369863014,37.697576396206536,-0.17383698351881668,0.522544235389932
314,UST,Northeast Florida Regional Airport (St. Augustine Airport),St. Augustine,FL,29.95441,-81.34291,8.082278481012658,169,0.04782413302374354,91,-15.351648351648352,65,41.13846153846154,53.84615384615385,38.46153846153847,-9.083815592691332,24.34228493400091
315,VEL,Valdez Airport,Vernal,UT,40.4409,-109.50992,-7.52,206,-0.036504854368932034,172,-16.924418604651162,23,61.17391304347826,83.49514563106796,11.165048543689322,-8.215737186723866,29.69607429295061
316,VLD,Valdosta Regional Airport,Valdosta,GA,30.7825,-83.27672,7.016781836130306,1023,0.006859024277742235,587,-8.52129471890971,389,31.131105398457585,57.380254154447705,38.02541544477028,-0.8329711357683002,3.0431188072783564
317,VPS,Destin-Fort Walton Beach Airport/Eglin AFB,Valparaiso,FL,30.48325,-86.5254,5.1731702582022905,5283,0.000979210724626593,3389,-12.60578341693715,1651,42.01574803149607,64.14915767556313,31.251183039939427,-0.23861032400032464,0.7953009280994902
318,WRG,Wrangell Airport,Wrangell,AK,56.48433000000001,-132.36982,4.87977369165488,726,0.006721451365915813,430,-11.3,260,31.95769230769231,59.22865013774105,35.81267217630854,-1.556473829201102,4.401885992795084
319,WYS,Westerly State Airport,West Yellowstone,MT,44.6884,-111.11764,-1.8653846153846154,208,-0.00896819526627219,142,-10.098591549295774,58,18.03448275862069,68.26923076923077,27.884615384615387,-4.855092091007584,8.670424403183025
320,XNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,36.28187,-94.30681,10.282364830722587,10224,0.0010057086102036959,5654,-11.859391581181464,4024,41.94756461232604,55.30125195618153,39.358372456964005,-0.1159956140569392,0.41028525638034075
321,YAK,Yakutat Airport,Yakutat,AK,59.50336,-139.66023,-5.34691011235955,724,-0.0073852349618225835,527,-16.25237191650854,171,27.82456140350877,72.79005524861878,23.61878453038674,-2.2448027508989696,3.843171464573034
322,YUM,Yuma International Airport,Yuma,AZ,32.65658,-114.60597,2.1683899556868536,2054,0.0010556913124084,1276,-9.589341692789969,695,23.942446043165468,62.122687439143135,33.83641674780915,-0.46686181561781737,1.1656497586740735
